Date,Company,Opening_Price,Closing_Price,High,Low,Turnover,Deals,Outstanding_Bids,Outstanding_Offers,Volume,Market_Cap
2026-02-06,ITRUST ETF,1200.0,1210.0,1220.0,1200.0,1855670040.0,806.0,3591.0,479182.0,1588237.0,105.44
2026-02-06,JATU,265.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.28
2026-02-06,JHL,6700.0,6700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485.57
2026-02-06,KA,100.0,100.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,568.14
2026-02-06,KCB,1520.0,1530.0,1530.0,1530.0,6003720.0,2.0,0.0,46206.0,3924.0,4544.62
2026-02-06,MBP,1430.0,1630.0,1640.0,1430.0,6250720.0,14.0,60314.0,0.0,3837.0,48.88
2026-02-06,MCB,635.0,635.0,650.0,600.0,15893610.0,62.0,71723.0,0.0,24976.0,39.26
2026-02-06,MKCB,3690.0,3700.0,4240.0,3660.0,127208660.0,96.0,9997.0,194.0,34394.0,87.15
2026-02-06,MUCOBA,700.0,685.0,700.0,615.0,729640.0,25.0,565.0,14422.0,1069.0,22.38
2026-02-06,NICO,3490.0,3640.0,4000.0,3500.0,85860930.0,212.0,7185.0,39177.0,23587.0,224.39
2026-02-06,NMB,11330.0,11550.0,11550.0,11550.0,54354300.0,70.0,43528.0,0.0,4706.0,5775.0
2026-02-06,NMG,260.0,275.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,51.85
2026-02-06,PAL,305.0,315.0,330.0,300.0,1141920.0,56.0,15359.0,19206.0,3648.0,50.55
2026-02-06,SWALA,450.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.79
2026-02-06,SWIS,2690.0,2700.0,2700.0,2690.0,10889890.0,41.0,230.0,13064.0,4036.0,97.2
2026-02-06,TBL,9970.0,10130.0,10160.0,9910.0,3736935440.0,52.0,324.0,0.0,403649.0,2988.92
2026-02-06,TCC,12530.0,12620.0,12780.0,12360.0,47225900.0,46.0,286.0,0.0,3754.0,1262.0
2026-02-06,TCCL,2900.0,3010.0,3200.0,2900.0,2610172500.0,41.0,18548.0,109.0,1003376.0,574.95
2026-02-06,TOL,905.0,900.0,1000.0,880.0,19888055.0,65.0,4757.0,3870.0,22071.0,51.76
2026-02-06,TPCC,6150.0,6150.0,6170.0,6160.0,301940.0,4.0,15726.0,0.0,49.0,1106.53
2026-02-06,TTP,440.0,395.0,400.0,385.0,2187130.0,55.0,1722.0,25403.0,5552.0,37.55
2026-02-06,USL,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.12
2026-02-06,VERTEX ETF,395.0,395.0,405.0,380.0,66905465.0,564.0,2188.0,100795.0,170404.0,21.33
2026-02-06,VODA,840.0,835.0,845.0,800.0,43386665.0,374.0,1271.0,189555.0,51958.0,1870.4
2026-02-06,YETU,510.0,510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.18
2026-02-09,AFRIPRISE,895.0,870.0,900.0,845.0,283455440.0,515.0,7250.0,232187.0,325809.0,127.05
2026-02-09,CRDB,2520.0,2520.0,2640.0,2440.0,4569356000.0,3763.0,432364.0,320138.0,1814768.0,6581.83
2026-02-09,DCB,405.0,410.0,465.0,400.0,78397185.0,497.0,35953.0,68161.0,190493.0,78.55
2026-02-09,DSE,7050.0,7030.0,7150.0,7000.0,30630000.0,51.0,393.0,17956.0,4351.0,167.48
2026-02-09,EABL,4940.0,4930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3898.52
2026-02-09,ITRUST ETF,1210.0,1200.0,1230.0,1160.0,8140637150.0,679.0,13845.0,146343.0,7038475.0,104.57
2026-02-09,JATU,265.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.28
2026-02-09,JHL,6700.0,6700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485.57
2026-02-09,KA,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,568.14
2026-02-09,KCB,1530.0,1530.0,1530.0,1530.0,32130000.0,2.0,0.0,25206.0,21000.0,4544.62
2026-02-09,MBP,1630.0,1850.0,1870.0,1640.0,5706400.0,50.0,72378.0,0.0,3102.0,55.48
2026-02-09,MCB,635.0,655.0,730.0,650.0,8667595.0,40.0,73457.0,10522.0,13209.0,40.5
2026-02-09,MKCB,3700.0,4250.0,4250.0,4200.0,33592720.0,69.0,5568.0,11438.0,7908.0,100.11
2026-02-09,MUCOBA,685.0,665.0,665.0,620.0,1140640.0,18.0,459.0,4635.0,1721.0,21.72
2026-02-09,NICO,3640.0,3530.0,3650.0,3450.0,48775140.0,197.0,5261.0,61219.0,13742.0,217.61
2026-02-09,NMB,11550.0,11780.0,11780.0,11780.0,58146080.0,62.0,46653.0,0.0,4936.0,5890.0
2026-02-09,NMG,275.0,280.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,52.79
2026-02-09,PAL,315.0,340.0,350.0,305.0,2248825.0,172.0,18610.0,15644.0,6645.0,54.56
2026-02-09,SWALA,450.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.79
2026-02-09,SWIS,2700.0,2690.0,2700.0,2660.0,21860500.0,62.0,183.0,13427.0,8125.0,96.84
2026-02-09,TBL,10130.0,10330.0,10330.0,10160.0,17000290.0,41.0,534.0,271.0,1646.0,3047.93
2026-02-09,TCC,12620.0,12870.0,12870.0,12780.0,15318630.0,29.0,420.0,0.0,1191.0,1287.0
2026-02-09,TCCL,3010.0,3180.0,3400.0,3000.0,1746493200.0,60.0,20599.0,5236.0,670557.0,607.42
2026-02-09,TOL,900.0,920.0,1000.0,885.0,18830790.0,105.0,1725.0,11508.0,20396.0,52.91
2026-02-09,TPCC,6150.0,6180.0,6230.0,6180.0,39073060.0,29.0,19265.0,0.0,6320.0,1111.92
2026-02-09,TTP,395.0,385.0,400.0,350.0,5020810.0,85.0,100.0,32651.0,13034.0,36.6
2026-02-09,USL,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.12
2026-02-09,VERTEX ETF,395.0,395.0,400.0,390.0,57293595.0,594.0,12156.0,100843.0,144552.0,21.33
2026-02-09,VODA,835.0,810.0,830.0,795.0,98543280.0,475.0,637.0,70257.0,121754.0,1814.4
2026-02-09,YETU,510.0,510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.18
2026-02-10,AFRIPRISE,870.0,845.0,860.0,800.0,71943700.0,336.0,2816.0,238300.0,84932.0,123.4
2026-02-10,CRDB,2520.0,2520.0,2540.0,2500.0,4054372100.0,2640.0,413274.0,214869.0,1610173.0,6581.83
2026-02-10,DCB,410.0,405.0,430.0,370.0,57621520.0,239.0,5752.0,117551.0,142978.0,77.59
2026-02-10,DSE,7030.0,6990.0,7000.0,6980.0,29715790.0,47.0,120.0,18906.0,4250.0,166.53
2026-02-10,EABL,4930.0,4930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3898.52
2026-02-10,ITRUST ETF,1200.0,1190.0,1220.0,1150.0,4119824010.0,442.0,36267.0,79145.0,3568558.0,107.79
2026-02-10,JATU,265.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.28
2026-02-10,JHL,6700.0,6700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485.57
2026-02-10,KA,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,568.14
2026-02-10,KCB,1530.0,1530.0,1530.0,1530.0,6224040.0,3.0,0.0,21166.0,4068.0,4544.62
2026-02-10,MBP,1850.0,2020.0,2120.0,1900.0,125371500.0,201.0,14869.0,53929.0,62055.0,60.58
2026-02-10,MCB,655.0,705.0,715.0,700.0,12489265.0,51.0,83955.0,0.0,17743.0,43.59
2026-02-10,MKCB,4250.0,4270.0,4400.0,4250.0,76912950.0,69.0,11205.0,200.0,17993.0,100.58
2026-02-10,MUCOBA,665.0,665.0,665.0,630.0,1196180.0,13.0,479.0,2794.0,1802.0,21.72
2026-02-10,NICO,3530.0,3460.0,3500.0,3300.0,37136660.0,122.0,6225.0,62904.0,10762.0,213.29
2026-02-10,NMB,11780.0,12010.0,12010.0,12010.0,126020930.0,22.0,49461.0,0.0,10493.0,6005.0
2026-02-10,NMG,280.0,275.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,51.85
2026-02-10,PAL,340.0,335.0,350.0,305.0,1768795.0,84.0,11422.0,4212.0,5305.0,53.76
2026-02-10,SWALA,450.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.79
2026-02-10,SWIS,2690.0,2680.0,2690.0,2660.0,3118270.0,30.0,400.0,18591.0,1164.0,96.48
2026-02-10,TBL,10330.0,10470.0,10500.0,10330.0,65502320.0,75.0,491.0,2281.0,6259.0,3089.24
2026-02-10,TCC,12870.0,12650.0,13000.0,12620.0,36738530.0,68.0,0.0,8725.0,2894.0,1265.0
2026-02-10,TCCL,3180.0,3200.0,3300.0,3000.0,54684500.0,34.0,10446.0,5134.0,17132.0,611.24
2026-02-10,TOL,920.0,905.0,990.0,880.0,7815835.0,55.0,1877.0,55015.0,8636.0,52.04
2026-02-10,TPCC,6180.0,6190.0,6200.0,6170.0,52707250.0,61.0,9148.0,14.0,8516.0,1113.72
2026-02-10,TTP,385.0,350.0,400.0,330.0,16597020.0,65.0,0.0,44352.0,47714.0,33.27
2026-02-10,USL,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.12
2026-02-10,VERTEX ETF,395.0,390.0,400.0,380.0,47785080.0,531.0,0.0,146444.0,122706.0,21.06
2026-02-10,VODA,810.0,785.0,810.0,770.0,58940230.0,321.0,12659.0,50841.0,74867.0,1758.4
2026-02-10,YETU,510.0,510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.18
2026-02-11,AFRIPRISE,845.0,830.0,850.0,745.0,44456115.0,266.0,62332.0,188945.0,53429.0,121.2
2026-02-11,CRDB,2520.0,2590.0,2640.0,2510.0,6642262780.0,3331.0,541859.0,80950.0,2583090.0,6764.7
2026-02-11,DCB,405.0,405.0,415.0,370.0,27597765.0,261.0,34077.0,152052.0,68236.0,77.6
2026-02-11,DSE,6990.0,6980.0,6980.0,6000.0,25072100.0,48.0,164.0,9514.0,3632.0,166.3
2026-02-11,EABL,4930.0,4860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3843.2
2026-02-11,ITRUST ETF,1190.0,1220.0,1230.0,1200.0,719652100.0,379.0,538911.0,79995.0,584487.0,120.3
2026-02-11,JATU,265.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3
2026-02-11,JHL,6700.0,6700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485.6
2026-02-11,KA,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,568.1
2026-02-11,KCB,1530.0,1530.0,1530.0,1530.0,4441590.0,6.0,0.0,14763.0,2903.0,4544.6
2026-02-11,MBP,2020.0,2010.0,2020.0,1900.0,72760590.0,155.0,5630.0,40730.0,36282.0,60.3
2026-02-11,MCB,705.0,770.0,810.0,700.0,15333635.0,92.0,76351.0,4904.0,19908.0,47.6
2026-02-11,MKCB,4270.0,4860.0,4910.0,4500.0,32310110.0,81.0,16539.0,0.0,6665.0,114.5
2026-02-11,MUCOBA,665.0,665.0,665.0,630.0,342695.0,8.0,529.0,2109.0,518.0,21.7
2026-02-11,NICO,3460.0,3480.0,3500.0,3390.0,100109830.0,124.0,4212.0,29811.0,28745.0,214.5
2026-02-11,NMB,12010.0,12250.0,12250.0,12250.0,115456250.0,31.0,53035.0,0.0,9425.0,6125.0
2026-02-11,NMG,275.0,285.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,53.7
2026-02-11,PAL,335.0,325.0,350.0,305.0,1957990.0,67.0,3511.0,3774.0,5995.0,52.2
2026-02-11,SWALA,450.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8
2026-02-11,SWIS,2680.0,2670.0,2680.0,2560.0,16444610.0,33.0,60.0,13367.0,6151.0,96.1
2026-02-11,TBL,10470.0,10500.0,10500.0,10470.0,1506338520.0,88.0,309.0,5070.0,157749.0,3098.1
2026-02-11,TCC,12650.0,12610.0,12620.0,12500.0,73508100.0,52.0,5149.0,5669.0,5829.0,1261.0
2026-02-11,TCCL,3200.0,3190.0,3300.0,3000.0,13861980.0,29.0,5274.0,2300.0,4340.0,609.3
2026-02-11,TOL,905.0,890.0,890.0,880.0,5171890.0,43.0,3460.0,50555.0,5825.0,51.2
2026-02-11,TPCC,6190.0,6300.0,6310.0,6210.0,8387840.0,13.0,19920.0,0.0,1333.0,1133.5
2026-02-11,TTP,350.0,330.0,330.0,300.0,7393800.0,57.0,595.0,21497.0,22410.0,31.4
2026-02-11,USL,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1
2026-02-11,VERTEX ETF,390.0,385.0,400.0,375.0,42697910.0,464.0,12782.0,86133.0,111410.0,20.8
2026-02-11,VODA,785.0,815.0,820.0,800.0,56817155.0,282.0,99202.0,2690.0,69882.0,1825.6
2026-02-11,YETU,510.0,510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2
2026-02-12,AFRIPRISE,830.0,840.0,850.0,820.0,107537115.0,324.0,55605.0,185356.0,127942.0,122.67
2026-02-12,CRDB,2590.0,2640.0,2710.0,2600.0,7990098870.0,3352.0,379590.0,0.0,3044571.0,6895.25
2026-02-12,DCB,405.0,405.0,415.0,400.0,31349885.0,284.0,22120.0,94662.0,77195.0,77.59
2026-02-12,DSE,6980.0,7000.0,7000.0,6960.0,16502790.0,37.0,279.0,10026.0,2360.0,166.77
2026-02-12,EABL,4860.0,4870.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3851.07
2026-02-12,ITRUST ETF,1220.0,1230.0,1270.0,1220.0,1700093870.0,517.0,7592.0,50549.0,1389753.0,121.3
2026-02-12,JATU,265.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.28
2026-02-12,JHL,6700.0,7000.0,7000.0,7000.0,94549000.0,2.0,0.0,0.0,13507.0,507.31
2026-02-12,KA,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,568.14
2026-02-12,KCB,1530.0,1580.0,1580.0,1530.0,789892390.0,13.0,261.0,0.0,533263.0,4693.14
2026-02-12,MBP,2010.0,2020.0,2250.0,1980.0,90772250.0,116.0,12965.0,2101.0,44988.0,60.58
2026-02-12,MCB,770.0,810.0,860.0,780.0,5194480.0,67.0,23161.0,0.0,6371.0,50.08
2026-02-12,MKCB,4860.0,5330.0,5500.0,4910.0,130426620.0,151.0,7398.0,36764.0,24484.0,125.55
2026-02-12,MUCOBA,665.0,660.0,750.0,630.0,1929560.0,18.0,30725.0,633.0,2900.0,21.56
2026-02-12,NICO,3480.0,3520.0,3650.0,3480.0,78568270.0,148.0,7178.0,30436.0,22319.0,216.99
2026-02-12,NMB,12250.0,12490.0,12490.0,12490.0,300484420.0,105.0,43370.0,0.0,24058.0,6245.0
2026-02-12,NMG,285.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.73
2026-02-12,PAL,325.0,305.0,350.0,300.0,2519305.0,90.0,9990.0,4044.0,8192.0,48.94
2026-02-12,SWALA,450.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.79
2026-02-12,SWIS,2670.0,2620.0,2670.0,2300.0,33413190.0,55.0,4046.0,8841.0,12781.0,94.32
2026-02-12,TBL,10500.0,10420.0,10470.0,10330.0,531819080.0,72.0,153.0,8923.0,55452.0,3074.48
2026-02-12,TCC,12610.0,12440.0,12620.0,12400.0,102221520.0,40.0,2188.0,12339.0,8213.0,1244.0
2026-02-12,TCCL,3190.0,3200.0,3400.0,3050.0,14831150.0,28.0,9862.0,2765.0,4633.0,611.24
2026-02-12,TOL,890.0,890.0,890.0,865.0,11526290.0,57.0,2706.0,33525.0,12965.0,51.18
2026-02-12,TPCC,6300.0,6350.0,6400.0,6320.0,44839600.0,4.0,10824.0,0.0,7061.0,1142.51
2026-02-12,TTP,330.0,330.0,370.0,310.0,4530290.0,30.0,1555.0,52.0,13763.0,31.37
2026-02-12,USL,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.12
2026-02-12,VERTEX ETF,385.0,390.0,400.0,380.0,81822655.0,434.0,4796.0,132721.0,211042.0,21.06
2026-02-12,VODA,815.0,840.0,850.0,815.0,48553710.0,213.0,24952.0,6002.0,57847.0,1881.6
2026-02-12,YETU,510.0,510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.18
2026-02-13,AFRIPRISE,840.0,860.0,900.0,840.0,219188385.0,515.0,53977.0,84390.0,255153.0,125.6
2026-02-13,CRDB,2640.0,2770.0,2770.0,2710.0,6110434560.0,2422.0,885514.0,0.0,2207730.0,7234.8
2026-02-13,DCB,405.0,420.0,430.0,410.0,41547650.0,344.0,11959.0,18375.0,99439.0,80.5
2026-02-13,DSE,7000.0,6980.0,7000.0,6510.0,34719950.0,60.0,788.0,10734.0,4978.0,166.3
2026-02-13,EABL,4870.0,4940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3906.4
2026-02-13,ITRUST ETF,1230.0,1250.0,1270.0,1240.0,1340872040.0,660.0,77556.0,41204.0,1070863.0,123.3
2026-02-13,JATU,265.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3
2026-02-13,JHL,7000.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,507.3
2026-02-13,KA,100.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625.0
2026-02-13,KCB,1580.0,1600.0,1600.0,1600.0,4004800.0,4.0,12.0,23997.0,2503.0,4752.5
2026-02-13,MBP,2020.0,2290.0,2320.0,2100.0,45732220.0,76.0,15494.0,363.0,19948.0,68.7
2026-02-13,MCB,810.0,930.0,930.0,860.0,6656300.0,41.0,83637.0,0.0,7178.0,57.5
2026-02-13,MKCB,5330.0,5310.0,5400.0,4910.0,71431230.0,151.0,3507.0,39236.0,13462.0,125.1
2026-02-13,MUCOBA,660.0,735.0,755.0,675.0,770115.0,18.0,30849.0,0.0,1043.0,24.0
2026-02-13,NICO,3520.0,3770.0,3900.0,3600.0,77593710.0,188.0,6822.0,37672.0,20555.0,232.4
2026-02-13,NMB,12490.0,12730.0,12730.0,12730.0,3860754400.0,36.0,83940.0,0.0,303280.0,6365.0
2026-02-13,NMG,285.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.6
2026-02-13,PAL,305.0,315.0,350.0,290.0,4465875.0,89.0,10207.0,1780.0,14185.0,50.6
2026-02-13,SWALA,450.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8
2026-02-13,SWIS,2620.0,2690.0,2710.0,2660.0,70561530.0,65.0,13562.0,55.0,26246.0,96.8
2026-02-13,TBL,10420.0,10450.0,10500.0,10340.0,11200136580.0,112.0,104.0,5561.0,1172824.0,3083.3
2026-02-13,TCC,12440.0,12410.0,12500.0,12200.0,3785543170.0,52.0,5070.0,16075.0,304310.0,1241.0
2026-02-13,TCCL,3200.0,3180.0,3400.0,3100.0,1756858700.0,40.0,2819.0,757.0,673822.0,607.4
2026-02-13,TOL,890.0,910.0,1020.0,850.0,36096595.0,70.0,12412.0,266.0,39725.0,52.3
2026-02-13,TPCC,6350.0,6350.0,6470.0,6420.0,1012020.0,5.0,16009.0,0.0,157.0,1142.5
2026-02-13,TTP,330.0,330.0,370.0,370.0,103230.0,17.0,2896.0,0.0,279.0,31.4
2026-02-13,USL,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1
2026-02-13,VERTEX ETF,390.0,390.0,400.0,380.0,48253670.0,551.0,15345.0,70468.0,123761.0,21.1
2026-02-13,VODA,840.0,865.0,880.0,830.0,71462195.0,395.0,18146.0,185913.0,82707.0,1937.6
2026-02-13,YETU,510.0,510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2
2026-02-16,AFRIPRISE,860.0,860.0,860.0,840.0,141883750.0,202.0,20734.0,90082.0,165297.0,125.59
2026-02-16,CRDB,2770.0,2880.0,2900.0,2790.0,7327633670.0,1144.0,978204.0,46814.0,2548713.0,7522.1
2026-02-16,DCB,420.0,440.0,455.0,420.0,58920775.0,175.0,154740.0,5564.0,133496.0,84.3
2026-02-16,DSE,6980.0,6730.0,6970.0,6650.0,21420270.0,30.0,1936.0,6217.0,3184.0,160.34
2026-02-16,EABL,4940.0,4940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3906.43
2026-02-16,ITRUST ETF,1250.0,1260.0,1270.0,1250.0,5380000570.0,273.0,67598.0,55971.0,4299997.0,133.75
2026-02-16,JATU,265.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.28
2026-02-16,JHL,7000.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,507.31
2026-02-16,KA,110.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,568.14
2026-02-16,KCB,1600.0,1600.0,1600.0,1600.0,38043200.0,6.0,12.0,220.0,23777.0,4752.54
2026-02-16,MBP,2290.0,2270.0,2590.0,2200.0,49562480.0,88.0,24728.0,4427.0,21810.0,68.07
2026-02-16,MCB,930.0,950.0,950.0,935.0,1168490.0,10.0,286378.0,0.0,1232.0,58.73
2026-02-16,MKCB,5310.0,5160.0,5500.0,4910.0,46499850.0,67.0,534.0,37748.0,8989.0,121.54
2026-02-16,MUCOBA,735.0,755.0,755.0,755.0,191770.0,11.0,31780.0,0.0,254.0,24.66
2026-02-16,NICO,3770.0,3720.0,3900.0,3530.0,38785470.0,114.0,11280.0,20627.0,10388.0,229.32
2026-02-16,NMB,12730.0,12980.0,12980.0,12980.0,3967906560.0,19.0,67998.0,0.0,311472.0,6490.0
2026-02-16,NMG,300.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.85
2026-02-16,PAL,315.0,345.0,350.0,290.0,825720.0,61.0,9854.0,2073.0,2430.0,55.36
2026-02-16,SWALA,450.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.79
2026-02-16,SWIS,2690.0,2710.0,2800.0,2710.0,30151690.0,30.0,2536.0,20367.0,11122.0,97.56
2026-02-16,TBL,10450.0,10380.0,10400.0,10310.0,18339640.0,38.0,0.0,13388.0,1767.0,3062.68
2026-02-16,TCC,12410.0,12180.0,12400.0,12170.0,1266781910.0,27.0,0.0,17153.0,102416.0,1218.0
2026-02-16,TCCL,3180.0,3340.0,3400.0,3190.0,6944200.0,35.0,2250.0,11808.0,2079.0,637.98
2026-02-16,TOL,910.0,955.0,1040.0,950.0,10303730.0,33.0,1985.0,56511.0,10732.0,54.92
2026-02-16,TPCC,6350.0,6430.0,6470.0,6320.0,1377835140.0,64.0,1293.0,0.0,239273.0,1156.91
2026-02-16,TTP,330.0,330.0,370.0,370.0,116920.0,15.0,3095.0,0.0,316.0,31.37
2026-02-16,USL,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.12
2026-02-16,VERTEX ETF,390.0,390.0,400.0,380.0,29303035.0,271.0,133.0,54095.0,74756.0,21.06
2026-02-16,VODA,865.0,840.0,840.0,825.0,16998135.0,192.0,9.0,214631.0,20276.0,1881.6
2026-02-16,YETU,510.0,510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.18
2026-02-17,AFRIPRISE,860.0,855.0,860.0,845.0,156413400.0,500.0,5538.0,84339.0,183280.0,124.9
